96651,Rabi Island
268876,Boston
330352,Invercargill
247898,Chihuahua
44132,Basra
65877,Aberdeen
264218,Castries
327074,Nassau
65513,Miri
257901,Maseru
208411,Pyongyang
33777,Fort-de-France
413987,Makati City
101458,Bissau
218273,Bamako
299121,Iquique
350564,Maputo
206411,Petropavlovsk-Kamchatsky
80843,Nantes
37010,Manama
489504,Astana
89471,Abu Dhabi
178547,Francistown
362463,Monterrey
189679,Yerevan
457568,Amman
435733,Longyearbyen
59263,Abidjan
439026,Islamabad
162536,Lucknow
402046,Shenyang
136847,Manila
429695,Valparaíso
127809,New Orleans
406971,Bursa
409722,Mumbai
145810,Port Elizabeth
7883,Malang
324515,Tianjin
225539,Port of Spain
373552,Islamabad
145488,Saskatoon
320093,Basse-Terre
439313,Hamilton
207654,Manila
2533,N'Djamena
245827,Kaesong
97557,Malabo
52955,Lyon
79406,Cannes
158653,Maputo
37230,Faisalabad
84854,Dubai
261272,Agartala
139968,Santa Cruz de Tenerife
291995,Boston
201115,Kuala Lumpur
364111,Port Hedland
365399,Seville
486712,Miri
128959,San Francisco
65566,Adamstown
145567,Kabul
209406,Medan
470957,Da Nang
190582,Anadyr (town)
194551,Milwaukee
204791,Amsterdam
348125,Campo Grande
275202,Fort-de-France
224950,Yangon
96930,Rabat
382060,Malmö
308420,Bogotá
162501,Willemstad
41962,Chaguanas
28838,Mexicali
327223,Rochester
71461,Johor Bahru
160678,Kingstown
118979,Curitiba
386549,Kraków
278453,Newcastle
496394,Koulikoro
463222,Campinas
245747,Busan
132957,Suva
93291,Graz
360763,Rabat
15194,Johor Bahru
379682,Palikir
136942,Oranjestad
451813,Liverpool
492292,Bridgetown
412892,Shijiazhuang
427145,Kharkiv
387853,Balikpapan
369289,Tripoli
422591,Hamburg
169934,São Paulo
339694,Mumbai
46533,Dushanbe
188403,Port Blair
48304,Tunis
193139,Guadalajara
421269,Tucson
238983,Naples
29132,Málaga
421050,Quebec City
154331,Lisbon
10800,Podgorica
480823,Málaga
285686,Maputo
141275,Cusco
228316,Nanjing
439075,Nanjing
349501,Pristina
312644,Milan
8279,Lomé
63793,Luxor
470383,Geneva
425235,Odessa
498690,Dushanbe
155992,Padang
11614,Barranquilla
192426,Rio de Janeiro
193568,Santo Domingo
20410,Asmara
359750,Calama
355679,Aarhus
446097,Palembang
281432,Wollongong
301995,Odessa
361945,Peshawar
383950,Tehran
213209,New Orleans
228181,Tokyo
299327,Miami
250961,Casablanca
273212,Shenyang
82826,Cotonou
57866,Frankfurt
283541,Wonsan
13075,Zagreb
67057,Kharkiv
49851,Harbin
319638,Almaty
169154,Bulawayo
273624,Mamoudzou
473798,Lucknow
379579,Leeds
24273,Omdurman
428688,Kinshasa
37426,Alofi
218607,Colombo
46287,Vitória
204438,Zapopan
55957,Amritsar
366306,Toulouse
253898,Jacksonville
142809,Greenwich
9206,Puerto Williams
379718,Porto Alegre
200884,Helsinki
236880,Bulawayo
299442,Antwerp
74340,Belize City
441551,Suva
65776,Beirut
7960,Medina
250382,Santa Cruz de Tenerife
444415,Colombo
370236,Konya
220509,Mersin
31982,Nantes
36776,Vitória
371180,Ipoh
246797,Vaduz
153903,Brisbane
399796,Vienna
263527,Shijiazhuang
99435,Singapore
196891,Cannes
232419,Road Town
42033,Oslo
18922,Baghdad
232907,Angra do Heroísmo
281658,Mashhad
133261,Jaipur
62013,Tartu
60507,Aarhus
212291,Hat Yai
168143,Luanda
36092,Calgary
143116,Santiago
495901,San Salvador
104164,Wuhan
435136,Busan
72267,Iquitos
428277,Valdivia
355911,Rabi Island
102381,Zapopan
81419,Maputo
380982,Ahmedabad
233270,Hilo
158275,Macau
415668,Kathmandu
342116,Mersin
183538,Linz
123110,Tunis
208241,Vilnius
22567,Port Blair
377662,Valparaíso
184285,Kigali
385198,Nice
17684,Andorra la Vella
107126,Kandahar
33690,Dodoma
25379,São Tomé
409674,Charlotte Amalie
124230,Bangkok
402272,Casablanca
454272,Ürümqi
465198,Pekanbaru
253884,Turin
225801,Bern
351757,Wuhan
478382,Boa Vista
321254,Maputo
37713,Ahmedabad
185876,Monrovia
224532,Malang
363379,Reykjavík
341913,Manama
346223,Helsinki
188717,Las Palmas de Gran Canaria
321773,Valencia
352689,Batticaloa
413069,Jacksonville
172054,Doha
216014,Cleveland
147297,Fukuoka
28193,Beirut
187072,Bogotá
264904,Medina
186394,Ankara
401905,Xi'an
445603,Valparaíso
104219,Dakar
485055,Pekanbaru
265859,Ludhiana
282276,Stepanakert
97419,Mogadishu
68288,Dublin
434438,Padang
403958,Brazzaville
349884,Murmansk
168580,Gaborone
19021,Algiers
58547,Charlotte Amalie
366764,Washington
360096,Gaborone
113919,Cleveland
173133,Hobart
362125,Zürich
310083,Tucson
391978,Luxor
65999,Angra do Heroísmo
211022,Malacca Town
78274,Port of Spain
384027,Hiroshima
159744,Brisbane
222174,Dongguan
483772,Port Said
210577,Changchun
216178,Bratislava
363072,Buffalo
401597,Indianapolis
301534,Quezon City
227424,Kingston
248208,Cuiabá
321783,Tianjin
240362,Frankfurt
471802,Bogor
176185,Edmonton
26067,Dakar
259360,La Paz
385818,Lima
308116,Hobart
76287,Brussels
487949,Lyon
426936,Zamboanga City
9714,Rotterdam
499616,Malang
427890,Vaduz
263623,Boa Vista
43870,Salt Lake City
384185,Salzburg
110824,Cusco
147281,Port-au-Prince
67485,Bissau
67807,Chuí
46218,Baku
101939,Bogotá
76174,Darwin
335639,Iqaluit
181712,Cannes
151574,Bandar Seri Begawan
448353,Medina
34667,Hanover
89267,La Serena
22449,Yaren District
405140,Porto
471756,Turin
437034,Atlanta
412655,Dededo
234461,Chongqing
162144,New Delhi
209725,Cartagena
74626,Winnipeg
259962,São Paulo
333860,Accra
327009,Chongjin
356300,Wellington
107429,Kyoto
446168,Wuhan
166821,Maputo
212506,Manchester
7926,Pago Pago
426277,Podgorica
22824,Espoo
275299,Tbilisi
427972,Aarhus
458298,Chicago
413481,Podgorica
488679,Naples
452611,London
165528,Chihuahua
309413,Kota Bharu
452228,Nukus
161539,Shigatse
157432,Surat
208387,Aarhus
390918,Vilnius
254832,Hong Kong
250079,Pelotas
33503,Hanga Roa
222128,Bangalore
90449,Jakarta
163947,Birkirkara
235263,Zagreb
374719,Bishkek
227494,Mogadishu
68679,Columbus
191815,Cali
216510,Toronto
470891,Manchester
457825,Wichita
204717,Seattle
22681,Wuhan
454930,Minsk
300157,Dededo
213023,Balikpapan
461515,Gaza
221298,Blantyre
118654,Jeddah
190762,Hiroshima
456548,Tucson
394193,Honolulu
451452,Lanzhou
438055,Invercargill
242747,Maseru
103488,Boston
449771,Saint Petersburg
473185,Dhaka
8907,Brazzaville
118439,Rabat
139994,Makati City
28972,San Salvador
225018,Tiraspol
367837,Amman
303799,Nairobi
398253,Norilsk
374364,Surat Thani
151285,Francistown
205867,Tokyo
99662,Hong Kong
358268,Austin
431346,Antananarivo
407913,Nantes
163101,Lusaka
60747,Amsterdam
115902,San Fernando
419065,Douala
449058,Abu Dhabi
169439,Kawasaki
261449,Port-au-Prince
275811,Cotonou
144067,Maracaibo
484538,Mérida
203176,Jamestown
180244,Asunción
17226,Punta Arenas
335949,Podgorica
454356,Omsk
93320,Odessa
239596,Saipan
460674,Xining
349273,Hagåtña
112174,Bishkek
314624,Kathmandu
324997,Vaduz
348946,Hai Phong
115614,City of Halifax
70912,Jeddah
426560,Vienna
200282,Kuching
120660,Tirana
391367,Mogadishu
154206,Tampere
172981,Tartu
358457,Bern
389743,Montevideo
267886,Praia
186135,Vientiane
196483,Murmansk
47165,Tampa
402342,Regina
424704,Dededo
461809,Shigatse
245653,Praia
257689,Gold Coast
285241,Weno
189611,Mbabane
172241,Saint John
90252,Mwanza
12078,Phoenix
241171,Tianjin
257357,Port Blair
455106,Jamestown
428899,Innsbruck
348230,Bangalore
472790,Geneva
90826,Konya
31515,Chongjin
294431,Maseru
290320,Strasbourg
28471,Surabaya
326103,Naples
47739,San Salvador
71263,Makati City
429153,Geelong
366629,Kandahar
198652,Buenos Aires
246378,Doha
199788,Luxembourg (city)
233417,Chennai
251283,Arequipa
84424,Bujumbura
188749,Nakhon Ratchasima
296174,Barcelona
473204,Nanning
113888,Marseille
201068,Kaesong
32348,St. Louis
269580,Longyearbyen
231148,Tripoli
162208,Harare
328932,Cartagena
247416,Mamoudzou
25611,Wollongong
466393,Saint Petersburg
262325,Birmingham
268925,Tunis
239657,Kaliningrad
64442,Praia
425734,Porto-Novo
53998,South Tarawa
153226,Sarajevo
145679,Apia
63550,The Hague
288841,Okinawa
32295,Pristina
298828,Baltimore
89036,San Juan
382673,Quezon City
375449,Ürümqi
329982,Guangzhou
475197,Kharkiv
378965,Kaliningrad
421942,Arbil
496122,Naypyidaw
36500,Milwaukee
36609,Mbabane
386285,Jayapura
206996,Montreal
55006,New Orleans
281858,Gold Coast
219885,Rochester
313565,Arbil
165628,Surat
280386,Mexicali
392097,Nakhon Ratchasima
13676,Lima
398268,Longyearbyen
81276,Timbuktu
43772,Tamale
268142,Baltimore
5240,Mérida
430853,Rabi Island
430382,Bratsk
284172,Muscat
123693,Arequipa
232314,Arequipa
385730,Thessaloniki
430307,Gaziantep
289799,Da Nang
117786,Naypyidaw
383020,Porto Alegre
268423,Mecca
88959,Manama
200699,Thimphu
3207,Sukhumi
319966,Caracas
411627,Beijing
251354,Alor Star
5343,Timbuktu
461627,Bamako
364016,Nukus
40842,Durban
168028,Barranquilla
268125,Port-au-Prince
486904,Amsterdam
265919,Damascus
61308,Ulan Bator
226000,Gaziantep
425994,Osaka
479867,Chişinău
18614,Kuching
116303,Port-au-Prince
23206,Bergen
189110,Antofagasta
9229,Seoul
299679,Detroit
275323,Frankfurt
140187,Pelotas
258215,Rochester
214639,Mecca
324291,Monterrey
313891,İzmir
276484,Majuro
109368,Batticaloa
13384,Bucharest
269903,Chuí
322928,Norilsk
51110,Porto Alegre
94723,Dodoma
78594,Dodoma
327321,Durango
357638,Bujumbura
289506,Madrid
331000,Siem Reap
95716,Kansas City
159784,Chengdu
384732,Lahore
63446,Nouméa
393446,Belgrade
153759,Palma
298852,Quebec City
87456,Ljubljana
84895,Ambon
248396,Adamstown
373065,Brazzaville
430050,Cairo
499011,Shenyang
51185,Zhengzhou
60478,Moscow
179282,Nantes
442175,Tagbilaran
295891,Melekeok
192024,Montreal
419111,Fort-de-France
447989,Port Moresby
214967,Chişinău
55632,Concepción
46139,Tashkent
328007,Ibiza
213806,Kiev
397227,Sri Jayawardenapura-Kotte
444060,Casablanca
72187,Hai Phong
353629,La Serena
289599,Curitiba
7516,Andorra la Vella
292021,Bahía Blanca
17502,Banjul
142881,Rosario
442373,Mamoudzou
293045,San José
56514,Malacca Town
485645,Kandahar
34622,Barcelona
221010,Johor Bahru
359214,Mashhad
170925,Novosibirsk
85209,Adamstown
496739,Campinas
348460,South Tarawa
58115,Amritsar
77288,Lagos
262900,Oklahoma City
306408,Charlottetown
367596,Gibraltar
470576,Perth
410948,Longyearbyen
11247,Valencia
307906,Faisalabad
399284,Chongqing
214523,Winnipeg
136373,Doha
426420,Ottawa
229706,Chengdu
235120,Nashville
9687,Paris
490087,Porto Alegre
236920,Hagåtña
183618,Jakarta
35828,Abuja
475022,Surat
255991,Brazzaville
198997,Bilbao
262531,Colombo
262125,Quito
371721,Taipei
484386,Kandy
42219,Saint-Pierre
468297,Vatican City
418881,Newcastle
101878,Saint Petersburg
423868,La Serena
383086,Lucknow
428802,Beirut
411083,San Fernando
293302,Toronto
315033,Perm
106425,Cayenne
150022,Saskatoon
6724,Hamilton
210634,Chaguanas
351039,Cairo
282610,Luanda
217215,Tampa
401512,Graz
273016,Zanzibar City
490137,Gangtok
8319,Oslo
124604,Bucharest
210927,Tijuana
170327,Surabaya
242300,Charlotte
413400,Geelong
272113,Cali
427568,Taipei
238679,Charlotte Amalie
315007,Belmopan
314236,Ciudad del Este
277177,San Salvador
268298,Los Angeles
206360,Malabo
840,Ambon
478423,Canberra
414231,São José dos Campos
197088,Amritsar
455221,Edinburgh
325437,Kandahar
236091,City of Halifax
307279,Hagåtña
101493,Harare
448476,Mexicali
64282,Yogyakarta (city)
151200,Cuiabá
10422,Sabha
371928,Nashville
439239,Casablanca
175735,Timbuktu
280327,Lahore
27005,Christchurch
270857,Kota Bharu
486046,Dallas
13048,Kuching
116664,Yellowknife
362180,Gold Coast
202669,Oslo
292549,City of San Marino
114613,El Aaiún
83098,Bloemfontein
381282,Riga
242449,Kyoto
280639,Koulikoro
391623,Rotterdam
433557,Columbus
18841,Rome
13310,Agartala
469198,Abuja
201557,Koror
241406,Mexico City
353386,Geneva
424129,Sarajevo
177308,Rabat
477133,Manama
270335,Vladivostok
68625,Austin
498370,Udon Thani
316551,Tagbilaran
93907,Karachi
172235,Turin
384425,The Valley
371136,Shanghai
304384,Dili
377992,Kingstown
480291,Nuuk
63982,Tampere
250538,La Paz
202244,São Paulo
399852,Funafuti
131391,City of San Marino
59815,Naypyidaw
143124,Kharkiv
59019,Washington
167844,Saint-Denis
71122,Leipzig
193282,Macapá
394342,Rio de Janeiro
432674,Balikpapan
214383,Quetzaltenango
260359,London
84000,Adelaide
373617,Bamako
262827,Rabat
107294,Las Palmas de Gran Canaria
167518,La Paz
11312,Lyon
328862,Hilo
302862,Belize City
259134,Blantyre
369832,Makassar
473235,Leeds
419768,Shijiazhuang
256165,Perm
58785,Las Palmas de Gran Canaria
55108,Castries
447561,Kuching
400630,Fukuoka
254475,Bangkok
7450,Guwahati
114870,Sarajevo
370861,Miami
162504,Sacramento
204980,Wuhan
444551,Barcelona
1622,Buenos Aires
179366,Libreville
452683,Surat Thani
138388,Saskatoon
419793,Regina
380997,Alor Star
90726,Turin
143806,Honiara
370665,Nukulaelae
433689,Kabul
184667,Cotonou
233658,St. John's
291701,Tripoli
117943,Djibouti (city)
166815,Kaohsiung
15046,Santiago de Cuba
489332,Nouméa
348424,Nanning
101404,Johor Bahru
136728,Rawalpindi
251025,Lusaka
239539,Zhengzhou
85076,Cardiff
327268,Hyderabad
174518,Bissau
332424,Timbuktu
455725,Milan
427562,Porto Alegre
229856,Tripoli
447516,Vienna
352930,Belmopan
379968,Handan
200147,St. Louis
481647,Stanley
13595,Hiroshima
178858,Riga
438412,Pago Pago
248371,Amsterdam
32802,Multan
129590,Dili
213532,Hargeisa
45337,Baku
132559,New York City
318936,Bloemfontein
222775,Pontianak
232281,Ilhéus
240124,St. George's
18497,Christchurch
4243,Ankara
3267,Santiago
451253,Melekeok
153697,Gaborone
270946,Taichung
213938,Bern
41510,Magadan
4404,Cairo
227591,Singapore
226207,Tokyo
442678,Papeete
51688,Sarajevo
433152,Rio de Janeiro
352728,Las Vegas
239219,Brikama
67267,Juneau
117249,Kandahar
259840,Paris
83786,Toronto
279665,Nice
396644,Ljubljana
396176,Raleigh
443052,Providence
166284,Jayapura
177499,Busan
343040,Campinas
282533,Hangzhou
352918,Algiers
189124,Charlottetown
123328,Asunción
324329,Charlotte
123771,Hanoi
334860,Lyon
204096,Malacca Town
417227,Medan
47031,The Valley
385247,Skopje
153156,Omdurman
32821,Yellowknife
262894,Port Elizabeth
243243,Yekaterinburg
233705,Taiyuan
270127,Bilbao
485702,Chişinău
114822,Amman
447116,Nagoya
275424,Banda Aceh
281601,Valletta
154803,Ashgabat
107281,Roseau
30545,Brazzaville
211341,Santa Cruz de la Sierra
283968,Doha
469120,Yerevan
459007,Francistown
254475,Yangon
487999,La Serena
83980,Malé
263783,Padang
294923,New Orleans
481461,Manama
355529,Las Palmas de Gran Canaria
80632,Yamoussoukro
107830,Naypyidaw
107579,Yaren District
493241,Palikir
321556,Palembang
201271,Ouagadougou
262675,Havana
137092,Porto Velho
407067,Edinburgh
81420,Labasa
160724,Malabo
407652,Milan
4362,Changchun
4277,Wuhan
342787,Magadan
217976,Podgorica
402051,Stockholm
87082,Charlottetown
329114,Perm
273888,Santa Cruz de Tenerife
34821,Alofi
259718,Frankfurt
158117,Geelong
281628,Tamale
390558,Samara
337748,Port Louis
93288,Pattaya
132860,Linz
190820,Wonsan
99351,Brasília
133060,Hobart
392581,Omsk
407696,Durango
26412,Mersin
82459,Dhaka
223786,Hong Kong
45137,Dunedin
291384,Vientiane
340497,Thessaloniki
350117,Santo Domingo
221502,Beirut
184957,Córdoba
125082,Brussels
11844,Port-au-Prince
275783,Louisville
99922,Port of Spain
170476,Seattle
394000,Kyoto
274189,Tskhinvali
294418,Hat Yai
216165,Yellowknife
40340,Tel Aviv
274730,Mendoza
270456,Memphis
364489,Lisbon
300034,Chengdu
166505,Francistown
139073,Mendoza
179540,Sukhumi
13164,Hiroshima
232773,Yogyakarta (city)
15256,Kaohsiung
244249,Marrakech
414054,Puebla
439140,Vladivostok
472842,Kawasaki
14976,Raleigh
407812,Bujumbura
447072,Bissau
347403,Turin
452755,Kano
216435,Dushanbe
409425,Baltimore
312318,São José dos Campos
356634,Road Town
294294,Manchester
101237,Prague
304134,Medellín
90450,Sydney
302444,Bursa
297116,Ibadan
428879,Kathmandu
414770,Ibiza
16423,Gothenburg
138076,Chuí
179442,Sofia
336124,Taichung
418937,Omdurman
50236,Assis
315249,Fredericton
121919,Willemstad
174100,Huế
308824,Montevideo
155507,Strasbourg
27034,Chongjin
379104,Port Louis
323473,Canberra
133712,Nouméa
255030,Birkirkara
310033,N'Djamena
389320,Yerevan
432300,Funafuti
465353,Tripoli
245917,Bursa
68133,Tokyo
481563,Calgary
390999,Düsseldorf
15676,Las Vegas
434190,Quebec City
330767,Honiara
364234,Leipzig
395440,Kawasaki
394016,Kaliningrad
30699,Apia
429333,Port Hedland
302979,Los Angeles
99999,Barranquilla
71446,Hai Phong
236097,Saint-Denis
248317,Belgrade
126184,Manama
418759,Naples
384152,Kawasaki
223829,Phnom Penh
491448,Dili
457246,Kigali
1219,Castries
199047,Detroit
356423,Cardiff
147922,Makassar
396549,Thessaloniki
404249,Monterrey
294464,Auckland
380404,Yangon
65450,Port Hedland
311494,Quebec City
314953,Blantyre
212050,Bishkek
120055,Tskhinvali
172011,Dammam
370967,Mashhad
8898,Gothenburg
439182,Djibouti (city)
211765,Birkirkara
301459,Valdivia
379540,Shenyang
285051,Makati City
376203,Rome
265740,Bissau
134592,Assis
110721,Cork (city)
308942,Damascus
53117,Stockholm
29565,Pontianak
15168,Calgary
247910,Paramaribo
194051,Accra
352255,Maceió
15191,Makassar
496471,Bangui
455591,Kuala Lumpur
373975,Wellington
262871,Santa Cruz de Tenerife
361989,Rome
406673,Marseille
299380,Valletta
307718,Valparaíso
188986,Anadyr (town)
446778,Washington
282668,Lhasa
295351,Adelaide
52380,Accra
74189,Pune
354202,Antananarivo
196281,El Paso
35418,Ludhiana
226191,Cape Town
477089,Arbil
185888,Liverpool
151756,Addis Ababa
173318,Simferopol
191013,Alor Star
32796,Chişinău
16390,Cardiff
385464,Malang
148785,Belgrade
357525,Qingdao
86598,Makassar
212924,Thiès
379541,Abuja
361148,Nanjing
99181,İzmir
317840,Zhengzhou
100695,Frankfurt
38708,Seoul
430886,Bilbao
88512,Dibrugarh
139495,Providence
409046,Honiara
88650,Freetown
75985,Seoul
196237,Doha
5417,Yerevan
197154,Melbourne
475124,Columbus
263409,Tabriz
41191,Kaliningrad
18126,Berlin
173690,Baku
499465,Wonsan
216180,The Hague
484138,Adak
238963,Mersin
376471,Macapá
204721,Nukuʻalofa
9423,Alexandria
276227,Yerevan
192640,Valencia
418494,Fukuoka
473696,Amman
144960,Almaty
357567,Maseru
234585,Port Louis
251563,Faisalabad
337719,Mwanza
382984,Pago Pago
133446,Fort-de-France
181248,Manila
150377,Asunción
157385,Nukuʻalofa
191843,Tripoli
60974,Conakry
211431,Gothenburg
284826,Buffalo
423198,Wollongong
447440,The Hague
199164,Bratsk
72620,Monterrey
415232,Salt Lake City
231829,Buffalo
273368,Recife
184209,Vladivostok
106895,Taipei
271584,Makassar
472923,Recife
305862,Strasbourg
433105,Surat
187922,Rabi Island
187630,Dededo
414383,Luxor
143705,Albuquerque
487093,Auckland
210031,Linz
195957,Saint-Pierre
391495,Saint John
18055,Ipoh
301713,Xining
107751,Wollongong
459992,Chiang Mai
71259,Cairns
376048,Avarua
209057,Abu Dhabi
97234,Cayenne
203199,Niamey
264888,Anadyr (town)
411261,Bandung
71212,Sitka
414553,Macapá
355650,Salt Lake City
80622,Cannes
315776,Hanover
208555,Shanghai
354863,Phnom Penh
411641,Semarang
365904,Yogyakarta (city)
31315,Hanoi
165415,Timbuktu
110511,Shenyang
155724,Melbourne
374969,Innsbruck
311192,Hong Kong
79986,South Tarawa
391645,Udon Thani
399115,Belfast
190548,Sucre
137239,Iqaluit
324370,Harare
362588,Port Hedland
455020,Ludhiana
163349,New Delhi
181389,Strasbourg
221002,Hamilton
421996,Concepción
255874,Santa Cruz de Tenerife
108877,Valdivia
14982,Asunción
249075,Basse-Terre
310269,Kigali
64360,Cork (city)
102837,Harbin
475612,Valletta
2074,Macapá
34160,St. George's
494839,Providence
158744,Birkirkara
86262,Handan
424592,Stanley
394840,Kansas City
490656,George Town
47173,New Delhi
